,geo_adj_score,cell_type
415,1.26340380276939,Ductal
416,0.840773194082207,Beta
417,0.910747582141764,Alpha
418,0.800137544554771,Alpha
419,0.826617132322894,Beta
420,0.901639056452871,Beta
421,0.967813879729309,Alpha
422,0.85158620210987,Alpha
423,0.876927240017217,Alpha
424,0.839380232015832,Beta
425,0.870821684153509,Ductal
426,0.923948263353435,Beta
427,0.914463356474648,Alpha
428,1.06509045562312,Beta
429,0.921120946237299,Alpha
430,0.959321357617435,Beta
431,1.04360232592593,Beta
432,1.05994567546901,Beta
433,0.922620138610106,Beta
434,1.03129557712517,Beta
435,1.14162783787576,Alpha
436,1.09695510522486,Alpha
437,1.00237827815807,Beta
438,1.15059696579136,Stellate
439,1.0493310542466,Alpha
440,1.14506116280179,Stellate
441,1.07084346036698,Beta
442,1.03572250205852,Alpha
443,1.0151546775289,Beta
444,1.07228732104756,Beta
445,1.16994883419132,Beta
446,1.10100760446056,Alpha
447,1.25599624161093,Stellate
448,1.03693959965253,Stellate
449,1.22865824840874,Beta
450,1.03303678351794,Beta
451,1.13852967183739,Beta
452,1.19549231471611,Ductal
453,1.06974859981208,Stellate
454,1.14561110307537,Alpha
455,1.17436545531472,Alpha
456,1.30831992501621,Beta
457,1.20498355215086,Beta
458,1.15399267247543,Stellate
459,1.34791009298881,Beta
460,1.18787491506249,Stellate
461,1.2765394297775,Alpha
462,1.26644594983237,Beta
463,1.28903308638693,Ductal
464,1.26137435655322,Beta
465,1.24806637096611,Beta
466,1.27180831952428,Beta
467,1.39234770918789,Alpha
468,1.4082957130669,Beta
469,1.34405946253191,Beta
470,1.3166819156366,Beta
471,1.34847359946285,Beta
472,1.35877111128054,Alpha
473,1.36024565469607,Ductal
474,1.42679068553351,Alpha
475,1.45323531173487,Beta
476,1.36584183836229,Alpha
477,1.43074684872989,Alpha
478,1.41600753909915,Beta
479,1.43930905087563,Beta
480,1.50984938385177,Stellate
481,1.45169645331011,Beta
482,1.59700580784232,Ductal
483,1.6702901053592,Acinar
484,0.762375245785652,Beta
485,0.895686467443748,Beta
486,1.06911723400292,Alpha
487,1.28056145161614,Acinar
488,0.824423803276926,Beta
489,1.36391331588662,Ductal
490,1.25582379993527,Acinar
491,0.932348822876305,Alpha
492,1.01229605045783,Beta
493,0.802603708283585,Alpha
494,0.972112710995416,Beta
495,1.08025126530211,Beta
496,1.17467174021692,Beta
497,1.32655256644994,Acinar
498,1.2413460716552,Beta
499,0.842556380514175,Alpha
500,0.952891822721661,Beta
501,1.38931541382837,Acinar
502,1.08984441711394,Beta
503,1.33867919423737,Ductal
504,1.18162242319613,Beta
505,0.936437648702716,Beta
506,1.25070721996145,Beta
507,1.46202639846691,Stellate
508,1.43935821599305,Acinar
509,0.996508572428161,Alpha
510,1.19443112727237,Beta
511,1.08927729185709,Beta
512,1.29559246741541,Alpha
513,0.926175380904636,Alpha
514,1.44652265812612,Ductal
515,1.18572493312348,Alpha
516,1.261539462339,Alpha
517,1.02330600030661,Beta
518,1.05974699781528,Beta
519,1.09996601417946,Alpha
520,1.40653216949532,Ductal
521,0.999564455715279,Alpha
522,1.3367441651383,Alpha
